"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"SSU processome","SSU processome","SSU processome","33/1542","59/35106",0.559322033898305,12.7338257600739,19.3343704633312,1.52088901011538e-29,8.04550286351038e-27,5.29909749840202e-27,"HORVU.MOREX.r3.1HG0014620/HORVU.MOREX.r3.1HG0069950/HORVU.MOREX.r3.1HG0086720/HORVU.MOREX.r3.2HG0116060/HORVU.MOREX.r3.2HG0141000/HORVU.MOREX.r3.2HG0191430/HORVU.MOREX.r3.2HG0196300/HORVU.MOREX.r3.2HG0197290/HORVU.MOREX.r3.2HG0209150/HORVU.MOREX.r3.2HG0214620/HORVU.MOREX.r3.3HG0232850/HORVU.MOREX.r3.3HG0250210/HORVU.MOREX.r3.3HG0295850/HORVU.MOREX.r3.3HG0306670/HORVU.MOREX.r3.4HG0341160/HORVU.MOREX.r3.4HG0344470/HORVU.MOREX.r3.4HG0379010/HORVU.MOREX.r3.4HG0383540/HORVU.MOREX.r3.4HG0411240/HORVU.MOREX.r3.5HG0420730/HORVU.MOREX.r3.5HG0430390/HORVU.MOREX.r3.5HG0454500/HORVU.MOREX.r3.5HG0461960/HORVU.MOREX.r3.5HG0493910/HORVU.MOREX.r3.5HG0519230/HORVU.MOREX.r3.7HG0643180/HORVU.MOREX.r3.7HG0683960/HORVU.MOREX.r3.7HG0699910/HORVU.MOREX.r3.7HG0710080/HORVU.MOREX.r3.7HG0712780/HORVU.MOREX.r3.7HG0722670/HORVU.MOREX.r3.7HG0745010/HORVU.MOREX.r3.7HG0747280",33
"LSU processome","LSU processome","LSU processome","26/1542","43/35106",0.604651162790698,13.7658130485929,17.9534530908299,8.57002190789597e-25,2.26677079463848e-22,1.4929880271124e-22,"HORVU.MOREX.r3.1HG0019380/HORVU.MOREX.r3.1HG0060300/HORVU.MOREX.r3.1HG0086250/HORVU.MOREX.r3.1HG0093090/HORVU.MOREX.r3.1HG0095090/HORVU.MOREX.r3.2HG0110720/HORVU.MOREX.r3.2HG0127540/HORVU.MOREX.r3.2HG0142760/HORVU.MOREX.r3.2HG0196710/HORVU.MOREX.r3.3HG0229250/HORVU.MOREX.r3.4HG0335750/HORVU.MOREX.r3.4HG0375670/HORVU.MOREX.r3.4HG0377890/HORVU.MOREX.r3.4HG0411190/HORVU.MOREX.r3.5HG0423800/HORVU.MOREX.r3.5HG0446440/HORVU.MOREX.r3.5HG0480210/HORVU.MOREX.r3.5HG0505300/HORVU.MOREX.r3.5HG0508060/HORVU.MOREX.r3.5HG0520790/HORVU.MOREX.r3.6HG0589890/HORVU.MOREX.r3.6HG0591300/HORVU.MOREX.r3.7HG0647360/HORVU.MOREX.r3.7HG0648330/HORVU.MOREX.r3.7HG0661600/HORVU.MOREX.r3.7HG0715150",26
"large ribosomal subunit proteome","large ribosomal subunit proteome","large ribosomal subunit proteome","7/1542","10/35106",0.7,15.9365758754864,10.1253969490449,3.32379917307397e-08,3.89773531270758e-06,2.56720801613016e-06,"HORVU.MOREX.r3.2HG0127140/HORVU.MOREX.r3.5HG0531550/HORVU.MOREX.r3.5HG0535460/HORVU.MOREX.r3.6HG0542950/HORVU.MOREX.r3.6HG0596990/HORVU.MOREX.r3.7HG0643190/HORVU.MOREX.r3.7HG0674340",7
"outer ring","outer ring","outer ring","7/1542","10/35106",0.7,15.9365758754864,10.1253969490449,3.32379917307397e-08,3.89773531270758e-06,2.56720801613016e-06,"HORVU.MOREX.r3.1HG0005810/HORVU.MOREX.r3.3HG0273010/HORVU.MOREX.r3.3HG0288320/HORVU.MOREX.r3.4HG0340600/HORVU.MOREX.r3.4HG0385160/HORVU.MOREX.r3.4HG0403800/HORVU.MOREX.r3.6HG0557980",7
"small ribosomal subunit proteome","small ribosomal subunit proteome","small ribosomal subunit proteome","9/1542","19/35106",0.473684210526316,10.784149088675,9.14358619234494,3.68405984187862e-08,3.89773531270758e-06,2.56720801613016e-06,"HORVU.MOREX.r3.1HG0056230/HORVU.MOREX.r3.2HG0114570/HORVU.MOREX.r3.3HG0247050/HORVU.MOREX.r3.3HG0290660/HORVU.MOREX.r3.3HG0294190/HORVU.MOREX.r3.3HG0305790/HORVU.MOREX.r3.4HG0337220/HORVU.MOREX.r3.6HG0593640/HORVU.MOREX.r3.7HG0738670",9
"rRNA methylation","rRNA methylation","rRNA methylation","11/1542","34/35106",0.323529411764706,7.36564431219959,7.95960250221031,1.27356494933106e-07,1.12285976366022e-05,7.39561400401019e-06,"HORVU.MOREX.r3.1HG0084680/HORVU.MOREX.r3.1HG0089590/HORVU.MOREX.r3.2HG0114930/HORVU.MOREX.r3.2HG0116280/HORVU.MOREX.r3.4HG0398810/HORVU.MOREX.r3.6HG0579150/HORVU.MOREX.r3.6HG0630670/HORVU.MOREX.r3.7HG0667910/HORVU.MOREX.r3.7HG0712920/HORVU.MOREX.r3.7HG0719480/HORVU.MOREX.r3.7HG0738150",11
"eIF3 mRNA-to-PIC binding complex","eIF3 mRNA-to-PIC binding complex","eIF3 mRNA-to-PIC binding complex","8/1542","18/35106",0.444444444444444,10.1184608733247,8.29408159711812,4.01261181799843e-07,3.03238807388739e-05,1.99725490489847e-05,"HORVU.MOREX.r3.3HG0224450/HORVU.MOREX.r3.4HG0370630/HORVU.MOREX.r3.5HG0482220/HORVU.MOREX.r3.5HG0490320/HORVU.MOREX.r3.5HG0513560/HORVU.MOREX.r3.6HG0548940/HORVU.MOREX.r3.6HG0551860/HORVU.MOREX.r3.6HG0622490",8
"eIF2 Met-tRNA binding factor activity","eIF2 Met-tRNA binding factor activity","eIF2 Met-tRNA binding factor activity","8/1542","20/35106",0.4,9.10661478599222,7.77279876532327,1.06758372197678e-06,7.05939736157144e-05,4.6496080522936e-05,"HORVU.MOREX.r3.1HG0077420/HORVU.MOREX.r3.2HG0108540/HORVU.MOREX.r3.4HG0384040/HORVU.MOREX.r3.5HG0439040/HORVU.MOREX.r3.5HG0456970/HORVU.MOREX.r3.5HG0508180/HORVU.MOREX.r3.6HG0628240/HORVU.MOREX.r3.7HG0711390",8
"EXO9 core complex","EXO9 core complex","EXO9 core complex","6/1542","11/35106",0.545454545454545,12.4181110718076,8.11816365215713,2.71602187899938e-06,0.000159641730443408,0.000105146578005707,"HORVU.MOREX.r3.1HG0086360/HORVU.MOREX.r3.2HG0122110/HORVU.MOREX.r3.4HG0341950/HORVU.MOREX.r3.5HG0536100/HORVU.MOREX.r3.6HG0567150/HORVU.MOREX.r3.7HG0701300",6
"ITS2 rRNA removal","ITS2 rRNA removal","ITS2 rRNA removal","5/1542","7/35106",0.714285714285714,16.2618121178432,8.65560781888265,3.16788102097269e-06,0.000167580906009455,0.000110375643993891,"HORVU.MOREX.r3.3HG0237720/HORVU.MOREX.r3.3HG0295660/HORVU.MOREX.r3.5HG0488110/HORVU.MOREX.r3.5HG0488130/HORVU.MOREX.r3.5HG0528860",5
